Title,Location,Price,Area,Room
Apartment Bomanshof,5611 NS Eindhoven (Elzent-Noord),"€1,260 per month",63 m²,63 m²
Apartment Bomanshof,5611 NR Eindhoven (Elzent-Noord),"€1,260 per month",63 m²,63 m²
Apartment Bomanshof,5611 NS Eindhoven (Elzent-Noord),"€1,260 per month",63 m²,63 m²
Apartment Bomanshof,5611 NR Eindhoven (Elzent-Noord),"€1,260 per month",63 m²,63 m²
Apartment Bomanshof,5611 NR Eindhoven (Elzent-Noord),"€1,260 per month",63 m²,63 m²
Apartment Droogbak,1013 GG Amsterdam (Haarlemmerbuurt),"€1,995 per month",70 m²,70 m²
House Mosselweg,8256 RA Biddinghuizen (Buitengebied Biddinghuizen),"€1,525 per month",56 m²,56 m²
Apartment Amstel 192 A,1017 AG Amsterdam (Nieuwmarkt/Lastage),"€2,350 per month",105 m²,105 m²
Apartment Bastion 286,8223 GD Lelystad (Bastion),"€1,800 per month",138 m²,138 m²
Apartment Leliegracht 12 II,1015 DE Amsterdam (Grachtengordel-West),"€3,400 per month",160 m²,160 m²
Apartment Petruspark,5623 DR Eindhoven (Kronehoef),"€1,310 per month",106 m²,106 m²
Apartment Nieuwezijds Voorburgwal 347 II,1012 RM Amsterdam (Burgwallen-Nieuwe Zijde),"€2,600 per month",105 m²,105 m²
Apartment Ridderstraat,4811 JA Breda (City),"€2,950 per month",70 m²,70 m²
Studio Ridderstraat,4811 JA Breda (City),"€1,995 per month",40 m²,40 m²
Apartment Wijnbrugstraat,3011 XW Rotterdam (Stadsdriehoek),"€2,250 per month",104 m²,104 m²
Apartment Rijnlandlaan,1062 MX Amsterdam (Westlandgracht),"€1,725 per month",118 m²,118 m²
Apartment Raadhuisplein,2132 TZ Hoofddorp (Hoofddorp Zuid),"€1,550 per month",62 m²,62 m²
House Eindstraat,5502 TC Veldhoven (Zeelst),"€1,795 per month",130 m²,130 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Studio Haringstraat 8 G,3311 VH Dordrecht (Lombard en omgeving),"€1,100 per month",55 m²,55 m²
Apartment Koopvaardersplantsoen,1034 KE Amsterdam (Banne Buiksloot),"€2,500 per month",110 m²,110 m²
Studio Weena,3014 DA Rotterdam (Cs Kwartier),"€2,915 per month",65 m²,65 m²
Apartment Jan van Gentstraat,1171 GN Badhoevedorp (Badhoevedorp Noordoost),"€1,303 per month",34 m²,34 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,488 per month",81 m²,81 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,990 per month",124 m²,124 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,575 per month",80 m²,80 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,450 per month",64 m²,64 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,495 per month",81 m²,81 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,575 per month",81 m²,81 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,488 per month",80 m²,80 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,625 per month",77 m²,77 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,695 per month",74 m²,74 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,418 per month",76 m²,76 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,560 per month",80 m²,80 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,950 per month",87 m²,87 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,545 per month",82 m²,82 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,520 per month",82 m²,82 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,480 per month",49 m²,49 m²
Apartment Keizersgracht 337 H,1016 EG Amsterdam (Grachtengordel-West),"€2,600 per month",130 m²,130 m²
Apartment Molenstraat 5 E,2513 BH Den Haag (Kortenbos),"€2,000 per month",39 m²,39 m²
Apartment Tweede Hugo de Grootstraat 45 T,1052 LB Amsterdam (Frederik Hendrikbuurt),"€1,595 per month",71 m²,71 m²
House Nieuwe Kade,9001 AE Grou (Grou),"€3,000 per month",105 m²,105 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,499 per month",77 m²,77 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,325 per month",48 m²,48 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,564 per month",76 m²,76 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,360 per month",48 m²,48 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,589 per month",83 m²,83 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,525 per month",101 m²,101 m²
Studio Dalsteindreef,1112 XJ Diemen (Holland Park),€849 per month,33 m²,33 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€2,100 per month",109 m²,109 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,650 per month",77 m²,77 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,590 per month",81 m²,81 m²
Apartment Crooswijksesingel,3034 CH Rotterdam (Oud Crooswijk),"€1,599 per month",92 m²,92 m²
House Penhoorn 37 Hs,1775 JK Middenmeer (Middenmeer),"€1,450 per month",119 m²,119 m²
Apartment Lichtstraat,5611 XG Eindhoven (Witte Dame),"€2,100 per month",104 m²,104 m²
Apartment Voorstraat,3231 BK Brielle (Brielle),"€1,653 per month",90 m²,90 m²
Apartment Van Speykstraat,2628 RG Delft (Zeeheldenbuurt),"€1,400 per month",65 m²,65 m²
Apartment Westhavenweg,1042 AL Amsterdam (Westelijk Havengebied),"€2,600 per month",110 m²,110 m²
Apartment Rustenburgerstraat 146 A20,1073 GJ Amsterdam (Nieuwe Pijp),"€1,800 per month",55 m²,55 m²
Apartment Amstelveld 3,1017 JD Amsterdam (Grachtengordel-Zuid),"€2,800 per month",130 m²,130 m²
Apartment Hellingweg 50,2583 WH Den Haag (Vissershaven),"€2,750 per month",120 m²,120 m²
Apartment Duinweg 57,2585 JV Den Haag (Van Stolkpark en Scheveningse Bosjes),"€5,250 per month",178 m²,178 m²
Apartment Jollenpad 10 B,1081 KC Amsterdam (Buitenveldert-West),"€3,495 per month",95 m²,95 m²
Apartment Dunne Bierkade,2512 BC Den Haag (Zuidwal),"€2,575 per month",120 m²,120 m²
Apartment Heathrowstraat,1043 CE Amsterdam (Bedrijventerrein Sloterdijk),"€1,000 per month",25 m²,25 m²
Apartment Laan van Poot,2566 EC Den Haag (Vogelwijk),"€1,550 per month",50 m²,50 m²
Apartment Haven 3 B,2312 MG Leiden (Havenwijk-Noord),"€1,950 per month",52 m²,52 m²
Apartment Haven 3 C,2312 MG Leiden (Havenwijk-Noord),"€1,950 per month",48 m²,48 m²
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,250 per month",50 m²,50 m²
Apartment Parklaan,3016 BB Rotterdam (Nieuwe Werk),"€1,495 per month",60 m²,60 m²
Apartment Scheepmakerskade 117,3011 VX Rotterdam (Stadsdriehoek),"€1,450 per month",85 m²,85 m²
Apartment Kennemerboulevard 618,1976 EP IJmuiden (Zuidzijdebuurt),"€2,150 per month",70 m²,70 m²
Apartment De Klok 408,2231 DW Rijnsburg (Frederiksoord-Noord),"€2,160 per month",76 m²,76 m²
Apartment Kralingse Plaslaan,3061 DJ Rotterdam (Kralingen West),"€1,695 per month",82 m²,82 m²
Apartment Wassenaarseweg 76 601,2596 CK Den Haag (Arendsdorp),"€1,500 per month",78 m²,78 m²
Apartment IJdok,1013 MM Amsterdam (Haarlemmerbuurt),"€2,550 per month",55 m²,55 m²
Apartment De Klok 406,2231 DW Rijnsburg (Frederiksoord-Noord),"€2,250 per month",80 m²,80 m²
Apartment Kremerstraat,4611 TP Bergen op Zoom (Centrum),"€1,350 per month",80 m²,80 m²
Apartment Amstelveenseweg,1075 XL Amsterdam (Schinkelbuurt),"€2,150 per month",70 m²,70 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
House Eindstraat,5502 TC Veldhoven (Zeelst),"€1,795 per month",130 m²,130 m²
Apartment Deltaplein 225,2554 GV Den Haag (Kijkduin),"€5,000 per month",177 m²,177 m²
Apartment Noorderhavenkade,3039 RR Rotterdam (Blijdorp),"€1,095 per month",49 m²,49 m²
Apartment Berglustlaan,3054 BC Rotterdam (Hillegersberg Noord),"€1,750 per month",150 m²,150 m²
House Tarwestraat,2989 AV Ridderkerk (Oostendam),"€1,100 per month",105 m²,105 m²
Apartment Meidoornweg 2 B,1171 JW Badhoevedorp (Badhoevedorp Antoniushoeve),"€1,500 per month",30 m²,30 m²
House Groenmarktkade,1016 TA Amsterdam (Jordaan),"€3,500 per month",100 m²,100 m²
Room Provenierssingel,3033 EK Rotterdam (Provenierswijk),€850 per month,25 m²,25 m²
House Steurendaal,2553 PN Den Haag (Kraayenstein en Vroondaal),"€2,750 per month",165 m²,165 m²
Apartment Parklaan,3016 BB Rotterdam (Nieuwe Werk),"€1,450 per month",60 m²,60 m²
Apartment Zeestraat,2518 DH Den Haag (Willemspark),"€2,150 per month",96 m²,96 m²
House Röntgendreef,3146 BN Maassluis (Steendijkpolder Zuid),"€2,250 per month",125 m²,125 m²
Apartment Zeestraat,2518 DJ Den Haag (Willemspark),"€1,500 per month",64 m²,64 m²
Apartment Parklaan,3016 BB Rotterdam (Nieuwe Werk),"€1,450 per month",45 m²,45 m²
House Kloksteeg,2611 BL Delft (Centrum-West),"€1,515 per month",85 m²,85 m²
Apartment Parkstraat,6881 JD Velp (Velp-Noord boven spoorlijn),"€1,425 per month",83 m²,83 m²
Apartment De Klok,2231 DW Rijnsburg (Frederiksoord-Noord),"€1,695 per month",63 m²,63 m²
Apartment Volderhof,5611 AK Eindhoven (Binnenstad),"€1,350 per month",55 m²,55 m²
Apartment 's-Gravenweg,2902 LE Capelle aan den IJssel ('s-Gravenweg/Alexanderlaan),"€1,295 per month",70 m²,70 m²
Apartment Weerdsingel O.Z.,3514 AG Utrecht (Vogelenbuurt),"€1,765 per month",75 m²,75 m²
Apartment Vestdijk,5611 CA Eindhoven (Binnenstad),"€1,875 per month",45 m²,45 m²
Apartment Noordeinde,2611 KJ Delft (Centrum-West),"€2,500 per month",150 m²,150 m²
Apartment Dr. Lelykade 154 B,2583 CN Den Haag (Vissershaven),"€6,500 per month",273 m²,273 m²
Apartment Raaphorstlaan 25 314,2245 BH Wassenaar (Oud-Clingendaal),€999 per month,62 m²,62 m²
Apartment Louise de Colignylaan 346,3062 HN Rotterdam (Kralingen Oost),"€1,395 per month",111 m²,111 m²
House Parkweg,3221 LV Hellevoetsluis (Duinhoeck),"€1,700 per month",65 m²,65 m²
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"€1,850 per month",40 m²,40 m²
Apartment Jan Duikerhof 134,1112 ZC Diemen (Holland Park),"€1,530 per month",101 m²,101 m²
Apartment De Klok 434,2231 DW Rijnsburg (Frederiksoord-Noord),"€1,167 per month",76 m²,76 m²
Apartment Johan de Wittstraat,2242 TW Wassenaar (Zijlwatering en haven),"€3,000 per month",100 m²,100 m²
Apartment Wiardi Beckmanstraat,3762 GL Soest (Klaarwater),€980 per month,88 m²,88 m²
House Eindstraat,5502 TC Veldhoven (Zeelst),"€1,795 per month",130 m²,130 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
Apartment Harstenhoekweg 69,2587 SE Den Haag (Belgisch Park),"€1,095 per month",70 m²,70 m²
Apartment Lage Zand 266,2511 GS Den Haag (Uilebomen),"€2,250 per month",120 m²,120 m²
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"€1,800 per month",40 m²,40 m²
Apartment Frederik Hendriklaan 240 1,2582 BM Den Haag (Statenkwartier),"€1,250 per month",68 m²,68 m²
Apartment Parklaan,3016 BB Rotterdam (Nieuwe Werk),"€1,425 per month",49 m²,49 m²
Apartment Arsenaalstraat,4531 CZ Terneuzen (Binnenstad-Java),"€2,300 per month",215 m²,215 m²
Apartment Arsenaalstraat,4531 CZ Terneuzen (Binnenstad-Java),"€1,900 per month",135 m²,135 m²
Apartment Damrak 11 1,1012 LG Amsterdam (Burgwallen-Nieuwe Zijde),"€2,000 per month",74 m²,74 m²
Apartment Kruisplein,3012 CC Rotterdam (Cool),"€1,600 per month",70 m²,70 m²
Apartment Voorstraat 79 2,2201 HP Noordwijk (Dorpskern),"€1,350 per month",45 m²,45 m²
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"€1,800 per month",45 m²,45 m²
Apartment Huizingalaan,"3572 LL Utrecht (Huizingalaan, K. Doormanlaan en omgeving)","€1,800 per month",35 m²,35 m²
Apartment Oostkade,4551 CL Sas van Gent (Kern Sas van Gent),Price on request,200 m²,200 m²
Apartment Weena,3014 DA Rotterdam (Oude Westen),"€2,995 per month",51 m²,51 m²
Apartment Naarderstraat,1251 BE Laren (Zwarte Berg),"€1,770 per month",41 m²,41 m²
Apartment Junostraat 271,2516 BR Den Haag (Binckhorst),"€1,250 per month",42 m²,42 m²
Apartment Jufferstraat,3011 XM Rotterdam (Stadsdriehoek),"€1,850 per month",65 m²,65 m²
Apartment Kruiskade,3012 EG Rotterdam (Cool),"€1,650 per month",135 m²,135 m²
Apartment Rivierdijk,3371 EE Hardinxveld-Giessendam (Neder-Hardinxveld),"€2,250 per month",135 m²,135 m²
Studio Parklaan,3016 BB Rotterdam (Nieuwe Werk),"€1,350 per month",35 m²,35 m²
Studio Parklaan,3016 BB Rotterdam (Nieuwe Werk),"€1,195 per month",35 m²,35 m²
Apartment Junostraat,2516 BR Den Haag (Binckhorst),"€2,000 per month",128 m²,128 m²
Apartment Wassenaarseweg 76 815,2596 CK Den Haag (Arendsdorp),"€1,000 per month",39 m²,39 m²
Apartment Kruiskade,3012 EG Rotterdam (Cool),"€1,150 per month",78 m²,78 m²
House Burgemeester D. Kooimanweg,1444 DC Purmerend (Overwhere-Noord),"€2,400 per month",130 m²,130 m²
House Maashavenkade,3072 ES Rotterdam (Katendrecht),"€2,400 per month",140 m²,140 m²
Apartment Haven 3 E,2312 MG Leiden (Havenwijk-Noord),"€1,750 per month",49 m²,49 m²
Apartment Haven 3 A,2312 MG Leiden (Havenwijk-Noord),"€1,850 per month",46 m²,46 m²
Apartment Haven 3 D,2312 MG Leiden (Havenwijk-Noord),"€1,750 per month",42 m²,42 m²
Apartment Haven 3,2312 MG Leiden (Havenwijk-Noord),"€1,950 per month",48 m²,48 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
Apartment Burg.Savelberglaan,6461 GL Kerkrade (Kerkrade-Centrum),€403 per month,40 m²,40 m²
Apartment Koningin Wilhelminaplein,1062 KS Amsterdam (Westlandgracht),"€2,150 per month",105 m²,105 m²
Apartment Bleijerheiderstraat,6462 AL Kerkrade (Nulland),€375 per month,20 m²,20 m²
Apartment Bleijerheiderstraat,6462 AP Kerkrade (Bleijerheide),€325 per month,22 m²,22 m²
Apartment Meidoornweg,1171 JW Badhoevedorp (Badhoevedorp Antoniushoeve),"€1,499 per month",25 m²,25 m²
Apartment De Klok 407,2231 DW Rijnsburg (Frederiksoord-Noord),"€2,293 per month",89 m²,89 m²
Apartment Spoorpad,2741 NH Waddinxveen (Centrum),"€1,575 per month",80 m²,80 m²
Apartment De Klok 405,2231 DW Rijnsburg (Frederiksoord-Noord),"€2,035 per month",63 m²,63 m²
Apartment Noordeinde 87 F,2514 GD Den Haag (Voorhout),"€1,195 per month",50 m²,50 m²
Apartment Ochterveltstraat,3015 XL Rotterdam (Oude Westen),"€1,975 per month",70 m²,70 m²
Apartment Parklaan,3016 BB Rotterdam (Nieuwe Werk),"€1,400 per month",48 m²,48 m²
Apartment Parklaan,3016 BB Rotterdam (Nieuwe Werk),"€1,475 per month",41 m²,41 m²
Apartment Parklaan,3016 BB Rotterdam (Nieuwe Werk),"€1,350 per month",47 m²,47 m²
Studio Parklaan,3016 BB Rotterdam (Nieuwe Werk),"€1,250 per month",35 m²,35 m²
Apartment Gevers Deynootweg,2586 BV Den Haag (Belgisch Park),"€1,495 per month",78 m²,78 m²
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),€950 per month,50 m²,50 m²
Studio Weena,3014 DA Rotterdam (Cs Kwartier),"€2,915 per month",65 m²,65 m²
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),€950 per month,50 m²,50 m²
House Verlengde Kerkeboslaan 24,2244 BW Wassenaar (Nieuw-Wassenaar),"€5,000 per month",475 m²,475 m²
Apartment Koningin Wilhelminaplein,1062 KS Amsterdam (Westlandgracht),"€1,850 per month",90 m²,90 m²
Studio Oudedijk,3061 AB Rotterdam (Kralingen West),"€1,050 per month",25 m²,25 m²
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"€1,750 per month",40 m²,40 m²
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"€1,150 per month",45 m²,45 m²
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"€1,150 per month",50 m²,50 m²
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,450 per month",50 m²,50 m²
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,250 per month",50 m²,50 m²
Studio Oudedijk,3061 AB Rotterdam (Kralingen West),"€1,050 per month",20 m²,20 m²
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,450 per month",50 m²,50 m²
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,450 per month",50 m²,50 m²
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"€1,850 per month",40 m²,40 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"€1,800 per month",40 m²,40 m²
Apartment Grote Markt,4611 NR Bergen op Zoom (Centrum),"€1,350 per month",75 m²,75 m²
Studio Weena,3014 DA Rotterdam (Cs Kwartier),"€2,915 per month",65 m²,65 m²
Studio Weena,3014 DA Rotterdam (Cs Kwartier),"€2,915 per month",65 m²,65 m²
Studio Weena,3014 DA Rotterdam (Cs Kwartier),"€2,915 per month",65 m²,65 m²
Apartment Weena,3014 DA Rotterdam (Cs Kwartier),"€3,325 per month",65 m²,65 m²
Studio Van Lawick van Pabststraat 42,6814 HJ Arnhem (Burgemeesterswijk),"€1,150 per month",25 m²,25 m²
House Valreep 60,1186 ZS Amstelveen (Galjoenbuurt),"€2,500 per month",175 m²,175 m²
Apartment Oudegracht,"3511 AZ Utrecht (Domplein, Neude, Janskerkhof)","€3,100 per month",137 m²,137 m²
Apartment Stadhoudersplantsoen 18 type 00,2517 JL Den Haag (Zorgvliet),"€2,550 per month",45 m²,45 m²
Apartment Stadhoudersplantsoen 18 type 07,2517 JL Den Haag (Zorgvliet),"€2,700 per month",53 m²,53 m²
Apartment Stadhoudersplantsoen 18 type 01,2517 JL Den Haag (Zorgvliet),"€4,150 per month",70 m²,70 m²
Apartment Huizingalaan,"3572 LL Utrecht (Huizingalaan, K. Doormanlaan en omgeving)","€2,100 per month",45 m²,45 m²
House Steenoven,5768 PK Meijel (Verspreide huizen Steenoven en Langstraat),"€1,000 per month",95 m²,95 m²
House Achterdijk,4243 TM Nieuwland (Achterdijk),"€2,750 per month",200 m²,200 m²
Apartment Hoofdweg 441 H,1056 CW Amsterdam (Erasmuspark),"€1,200 per month",50 m²,50 m²
Apartment Rondeel 94,1083 MG Amsterdam (Buitenveldert-Oost),"€1,650 per month",93 m²,93 m²
Apartment Albert Molhof,1031 JK Amsterdam (Noordelijke IJ-oevers West),"€1,725 per month",86 m²,86 m²
Apartment Gerrit Rietveldsingel 529,1112 ZB Diemen (Holland Park),"€1,215 per month",66 m²,66 m²
Apartment Kikkerstraat 28,2515 NB Den Haag (Huygenspark),€900 per month,40 m²,40 m²
Apartment Koekoekstraat 35 bis-B8,3514 CT Utrecht (Vogelenbuurt),"€1,065 per month",36 m²,36 m²
Apartment Frankenslag 15 C,2582 HC Den Haag (Statenkwartier),"€1,100 per month",47 m²,47 m²
Apartment Sarphatipark 91 II,1073 CT Amsterdam (Oude Pijp),"€1,550 per month",60 m²,60 m²
Apartment Kinderdijkstraat,1079 GP Amsterdam (Rijnbuurt),"€1,600 per month",61 m²,61 m²
Apartment Gerard Doustraat,1073 XA Amsterdam (Oude Pijp),"€1,550 per month",41 m²,41 m²
Apartment Cornelis de Wittlaan 86,2582 CL Den Haag (Stadhoudersplantsoen),"€1,735 per month",123 m²,123 m²
Apartment Voorbaan,1271 RR Huizen (De Noord),"€1,375 per month",145 m²,145 m²
Apartment Steenschuur 14 B,2311 ET Leiden (Levendaal-West),€945 per month,40 m²,40 m²
Apartment Linnaeusparkweg 17 2,1098 CM Amsterdam (Middenmeer),"€1,350 per month",73 m²,73 m²
Apartment Cornelis de Wittlaan 126,2582 CM Den Haag (Stadhoudersplantsoen),"€1,385 per month",108 m²,108 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
Apartment Frankrijkkade,1363 CJ Almere (Europakwartier),"€1,350 per month",66 m²,66 m²
Apartment Da Costastraat 94 1,1053 ZS Amsterdam (Van Lennepbuurt),"€1,750 per month",65 m²,65 m²
Apartment Kinkerstraat 108 1,1053 EC Amsterdam (Da Costabuurt),"€1,600 per month",45 m²,45 m²
Apartment Mesdagstraat 55 3,1073 HK Amsterdam (Zuid Pijp),"€2,100 per month",90 m²,90 m²
Apartment Prinses Beatrixstraat 40 A,7551 BN Hengelo (Binnenstad-West),€699 per month,65 m²,65 m²
Apartment Elisabeth Brugsmaweg 1 309,2555 SC Den Haag (Bohemen en Meer en Bos),€900 per month,45 m²,45 m²
Apartment Bierstraat,3011 XA Rotterdam (Stadsdriehoek),"€1,500 per month",77 m²,77 m²
Room Saffraanweg,3541 SZ Utrecht (Hoge Weide),€950 per month,13 m²,13 m²
Apartment Genovevalaan,5625 AJ Eindhoven (Winkelcentrum),€825 per month,37 m²,37 m²
Apartment Makassarweg,1335 HW Almere (Indischebuurt),"€1,295 per month",68 m²,68 m²
Apartment De Rozentuin,5611 SX Eindhoven (Rochusbuurt),"€1,395 per month",71 m²,71 m²
Apartment Gerrit Rietveldsingel 223,1112 ZB Diemen (Holland Park),"€1,205 per month",74 m²,74 m²
Apartment Gerard Doustraat 24 I,1072 VR Amsterdam (Oude Pijp),"€2,000 per month",80 m²,80 m²
Apartment Loenermark 307,1025 TC Amsterdam (Buikslotermeer),"€1,600 per month",79 m²,79 m²
Apartment Weteringschans 213 E,1017 XG Amsterdam (De Weteringschans),"€3,250 per month",130 m²,130 m²
Apartment Dr. Dirk Bakkerlaan 8 stud. 2,2061 EW Bloemendaal (Bloemendaal),€420 per month,20 m²,20 m²
Apartment Soestdijksekade 639,2574 BJ Den Haag (Leyenburg),"€1,250 per month",90 m²,90 m²
Apartment Derde Helmersstraat 74 II,1054 BL Amsterdam (Helmersbuurt),"€1,950 per month",65 m²,65 m²
Room Willem van Noortstraat,6828 XW Arnhem (Arnhemse Broek),€450 per month,18 m²,18 m²
Apartment Ridderspoorweg 213,1032 LL Amsterdam (Noordelijke IJ-oevers West),"€1,750 per month",50 m²,50 m²
House Gouverneurstraat,6411 XG Heerlen (Eikenderveld),€745 per month,75 m²,75 m²
Apartment Bosscherweg 135 C,6219 NE Maastricht (Boschpoort),"€1,020 per month",102 m²,102 m²
Apartment Koningsplein flat 115 E,6224 EH Maastricht (Wittevrouwenveld),"€1,105 per month",63 m²,63 m²
Apartment Bosscherweg 155 D,6219 NE Maastricht (Boschpoort),"€1,020 per month",91 m²,91 m²
Apartment Laan van Meerdervoort 213 A,2563 AA Den Haag (Sweelinckplein en omgeving),"€1,525 per month",131 m²,131 m²
Apartment Gabriël Metsulaan,5611 SR Eindhoven (Irisbuurt),"€1,150 per month",65 m²,65 m²
Apartment Spuistraat 251 II,1012 VR Amsterdam (Burgwallen-Nieuwe Zijde),"€1,500 per month",60 m²,60 m²
Apartment Anjeliersstraat 82 E,1015 NJ Amsterdam (Jordaan),"€1,795 per month",55 m²,55 m²
House Oosteinde 64 C,2271 EJ Voorburg (Voorburg Oud noord),"€2,100 per month",145 m²,145 m²
Apartment Koningin Emmakade,2518 RL Den Haag (Rond de Energiecentrale),€850 per month,45 m²,45 m²
House Eindstraat,5502 TC Veldhoven (Zeelst),"€1,795 per month",130 m²,130 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
Apartment Godevaert Montensstraat,4811 PG Breda (Chassé),€918 per month,65 m²,65 m²
Apartment Vosselmanstraat,7311 CL Apeldoorn (Binnenstad),"€1,118 per month",86 m²,86 m²
Apartment Kennemerstraatweg 60 A,1815 LB Alkmaar (Oranjepark),"€1,050 per month",75 m²,75 m²
Apartment Graafschapstraat,1079 PE Amsterdam (Scheldebuurt),"€1,355 per month",55 m²,55 m²
Apartment Eindhovenseweg 36 c,5524 AR Steensel (Steensel),"€1,100 per month",62 m²,62 m²
Apartment Jacob Obrechtstraat 1 I,1071 KC Amsterdam (Museumkwartier),"€2,250 per month",60 m²,60 m²
Room Oude Vlijmenseweg,5223 GT Den Bosch (De Rietvelden-Oost),€550 per month,21 m²,21 m²
Apartment Bankastraat,1094 EC Amsterdam (Indische Buurt West),"€1,650 per month",55 m²,55 m²
Apartment Van der Aastraat 92,2597 SN Den Haag (Duinzigt),"€1,850 per month",146 m²,146 m²
Apartment Bezuidenhoutseweg 65 97,2594 AC Den Haag (Bezuidenhout-West),"€1,705 per month",103 m²,103 m²
Apartment Anjelierstraat,5644 PG Eindhoven (Gerardusplein),"€1,195 per month",77 m²,77 m²
Apartment Bos en Lommerplein,1055 AD Amsterdam (De Kolenkit),"€1,550 per month",91 m²,91 m²
Apartment Marie Heinekenplein 1002,1072 MN Amsterdam (Oude Pijp),"€2,750 per month",107 m²,107 m²
Apartment Rozengracht 27 C,1016 LR Amsterdam (Jordaan),"€1,700 per month",65 m²,65 m²
Apartment Koekoekstraat 31 S,3514 CS Utrecht (Vogelenbuurt),€735 per month,20 m²,20 m²
Apartment Amaliastraat 87,3522 AT Utrecht (Rivierenwijk),"€1,295 per month",50 m²,50 m²
Apartment Wilhelminastraat 99 hs,1054 VZ Amsterdam (Overtoomse Sluis),"€1,495 per month",50 m²,50 m²
Apartment Singel 363 3,1012 WL Amsterdam (Burgwallen-Nieuwe Zijde),"€1,750 per month",56 m²,56 m²
Apartment Hoofdstraat,2181 EB Hillegom (Centrum),"€1,250 per month",100 m²,100 m²
